id,nam_sinh,nam_xem,tuoi_mu,pham_tam_tai,chi_tam_tai,pham_kim_lau,ten_kim_lau,pham_hoang_oc,cung_hoang_oc,phep_tinh_kim_lau,nguon,ghi_chu
1956-2024,1956,2024,69,co,Dần; Mão; Thìn,co,Kim Lâu Tử,co,Tam Địa Sát,"69 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2025,1956,2025,70,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"70 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2026,1956,2026,71,khong,Dần; Mão; Thìn,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"71 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2027,1956,2027,72,khong,Dần; Mão; Thìn,khong,,co,Tam Địa Sát,"72 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2028,1956,2028,73,khong,Dần; Mão; Thìn,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"73 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2029,1956,2029,74,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"74 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2030,1956,2030,75,khong,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Lục Hoang Ốc,"75 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2031,1956,2031,76,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"76 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2032,1956,2032,77,khong,Dần; Mão; Thìn,khong,,khong,Nhì Nghi,"77 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2033,1956,2033,78,khong,Dần; Mão; Thìn,co,Kim Lâu Tử,co,Tam Địa Sát,"78 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2034,1956,2034,79,co,Dần; Mão; Thìn,khong,,khong,Tứ Tấn Tài,"79 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2035,1956,2035,80,co,Dần; Mão; Thìn,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"80 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2036,1956,2036,81,co,Dần; Mão; Thìn,khong,,co,Tam Địa Sát,"81 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2037,1956,2037,82,khong,Dần; Mão; Thìn,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"82 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2038,1956,2038,83,khong,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"83 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2039,1956,2039,84,khong,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Lục Hoang Ốc,"84 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2040,1956,2040,85,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"85 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2041,1956,2041,86,khong,Dần; Mão; Thìn,khong,,khong,Nhì Nghi,"86 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2042,1956,2042,87,khong,Dần; Mão; Thìn,co,Kim Lâu Tử,co,Tam Địa Sát,"87 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2043,1956,2043,88,khong,Dần; Mão; Thìn,khong,,khong,Tứ Tấn Tài,"88 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2044,1956,2044,89,khong,Dần; Mão; Thìn,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"89 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2045,1956,2045,90,khong,Dần; Mão; Thìn,khong,,co,Tam Địa Sát,"90 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2046,1956,2046,91,co,Dần; Mão; Thìn,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"91 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2047,1956,2047,92,co,Dần; Mão; Thìn,khong,,co,Ngũ Thọ Tử,"92 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2048,1956,2048,93,co,Dần; Mão; Thìn,co,Kim Lâu Thê,co,Lục Hoang Ốc,"93 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2049,1956,2049,94,khong,Dần; Mão; Thìn,khong,,khong,Nhất Cát,"94 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1956-2050,1956,2050,95,khong,Dần; Mão; Thìn,khong,,khong,Nhì Nghi,"95 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2020,1957,2020,64,co,Hợi; Tý; Sửu,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"64 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2021,1957,2021,65,co,Hợi; Tý; Sửu,khong,,co,Ngũ Thọ Tử,"65 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2022,1957,2022,66,khong,Hợi; Tý; Sửu,co,Kim Lâu Thê,co,Lục Hoang Ốc,"66 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2023,1957,2023,67,khong,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"67 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2024,1957,2024,68,khong,Hợi; Tý; Sửu,khong,,khong,Nhì Nghi,"68 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2025,1957,2025,69,khong,Hợi; Tý; Sửu,co,Kim Lâu Tử,co,Tam Địa Sát,"69 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2026,1957,2026,70,khong,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"70 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2027,1957,2027,71,khong,Hợi; Tý; Sửu,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"71 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2028,1957,2028,72,khong,Hợi; Tý; Sửu,khong,,co,Tam Địa Sát,"72 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2029,1957,2029,73,khong,Hợi; Tý; Sửu,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"73 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2030,1957,2030,74,khong,Hợi; Tý; Sửu,khong,,co,Ngũ Thọ Tử,"74 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2031,1957,2031,75,co,Hợi; Tý; Sửu,co,Kim Lâu Thê,co,Lục Hoang Ốc,"75 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2032,1957,2032,76,co,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"76 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2033,1957,2033,77,co,Hợi; Tý; Sửu,khong,,khong,Nhì Nghi,"77 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2034,1957,2034,78,khong,Hợi; Tý; Sửu,co,Kim Lâu Tử,co,Tam Địa Sát,"78 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2035,1957,2035,79,khong,Hợi; Tý; Sửu,khong,,khong,Tứ Tấn Tài,"79 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2036,1957,2036,80,khong,Hợi; Tý; Sửu,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"80 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2037,1957,2037,81,khong,Hợi; Tý; Sửu,khong,,co,Tam Địa Sát,"81 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2038,1957,2038,82,khong,Hợi; Tý; Sửu,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"82 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2039,1957,2039,83,khong,Hợi; Tý; Sửu,khong,,co,Ngũ Thọ Tử,"83 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2040,1957,2040,84,khong,Hợi; Tý; Sửu,co,Kim Lâu Thê,co,Lục Hoang Ốc,"84 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2041,1957,2041,85,khong,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"85 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2042,1957,2042,86,khong,Hợi; Tý; Sửu,khong,,khong,Nhì Nghi,"86 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2043,1957,2043,87,co,Hợi; Tý; Sửu,co,Kim Lâu Tử,co,Tam Địa Sát,"87 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2044,1957,2044,88,co,Hợi; Tý; Sửu,khong,,khong,Tứ Tấn Tài,"88 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2045,1957,2045,89,co,Hợi; Tý; Sửu,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"89 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2046,1957,2046,90,khong,Hợi; Tý; Sửu,khong,,co,Tam Địa Sát,"90 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2047,1957,2047,91,khong,Hợi; Tý; Sửu,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"91 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2048,1957,2048,92,khong,Hợi; Tý; Sửu,khong,,co,Ngũ Thọ Tử,"92 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2049,1957,2049,93,khong,Hợi; Tý; Sửu,co,Kim Lâu Thê,co,Lục Hoang Ốc,"93 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1957-2050,1957,2050,94,khong,Hợi; Tý; Sửu,khong,,khong,Nhất Cát,"94 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2020,1958,2020,63,khong,Thân; Dậu; Tuất,khong,,co,Tam Địa Sát,"63 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2021,1958,2021,64,khong,Thân; Dậu; Tuất,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"64 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2022,1958,2022,65,khong,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"65 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2023,1958,2023,66,khong,Thân; Dậu; Tuất,co,Kim Lâu Thê,co,Lục Hoang Ốc,"66 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2024,1958,2024,67,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"67 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2025,1958,2025,68,khong,Thân; Dậu; Tuất,khong,,khong,Nhì Nghi,"68 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2026,1958,2026,69,khong,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Tam Địa Sát,"69 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2027,1958,2027,70,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"70 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2028,1958,2028,71,co,Thân; Dậu; Tuất,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"71 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2029,1958,2029,72,co,Thân; Dậu; Tuất,khong,,co,Tam Địa Sát,"72 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2030,1958,2030,73,co,Thân; Dậu; Tuất,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"73 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2031,1958,2031,74,khong,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"74 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2032,1958,2032,75,khong,Thân; Dậu; Tuất,co,Kim Lâu Thê,co,Lục Hoang Ốc,"75 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2033,1958,2033,76,khong,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"76 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2034,1958,2034,77,khong,Thân; Dậu; Tuất,khong,,khong,Nhì Nghi,"77 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2035,1958,2035,78,khong,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Tam Địa Sát,"78 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2036,1958,2036,79,khong,Thân; Dậu; Tuất,khong,,khong,Tứ Tấn Tài,"79 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2037,1958,2037,80,khong,Thân; Dậu; Tuất,co,Kim Lâu Lục Súc,khong,Nhì Nghi,"80 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2038,1958,2038,81,khong,Thân; Dậu; Tuất,khong,,co,Tam Địa Sát,"81 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2039,1958,2039,82,khong,Thân; Dậu; Tuất,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"82 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2040,1958,2040,83,co,Thân; Dậu; Tuất,khong,,co,Ngũ Thọ Tử,"83 chia 9 dư 2 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2041,1958,2041,84,co,Thân; Dậu; Tuất,co,Kim Lâu Thê,co,Lục Hoang Ốc,"84 chia 9 dư 3 - dư 1, 3, 6 hoặc 8 là phạm, dư 3 ứng với Kim Lâu Thê",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2042,1958,2042,85,co,Thân; Dậu; Tuất,khong,,khong,Nhất Cát,"85 chia 9 dư 4 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2043,1958,2043,86,khong,Thân; Dậu; Tuất,khong,,khong,Nhì Nghi,"86 chia 9 dư 5 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2044,1958,2044,87,khong,Thân; Dậu; Tuất,co,Kim Lâu Tử,co,Tam Địa Sát,"87 chia 9 dư 6 - dư 1, 3, 6 hoặc 8 là phạm, dư 6 ứng với Kim Lâu Tử",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2045,1958,2045,88,khong,Thân; Dậu; Tuất,khong,,khong,Tứ Tấn Tài,"88 chia 9 dư 7 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2046,1958,2046,89,khong,Thân; Dậu; Tuất,co,Kim Lâu Lục Súc,co,Ngũ Thọ Tử,"89 chia 9 dư 8 - dư 1, 3, 6 hoặc 8 là phạm, dư 8 ứng với Kim Lâu Lục Súc",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2047,1958,2047,90,khong,Thân; Dậu; Tuất,khong,,co,Tam Địa Sát,"90 chia 9 dư 0 - chỉ dư 1, 3, 6 hoặc 8 mới phạm",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
1958-2048,1958,2048,91,khong,Thân; Dậu; Tuất,co,Kim Lâu Thân,khong,Tứ Tấn Tài,"91 chia 9 dư 1 - dư 1, 3, 6 hoặc 8 là phạm, dư 1 ứng với Kim Lâu Thân",tinh-toan,Năm sinh là năm dương; ai sinh trước Tết thì lùi một năm âm khi xét Tam Tai
