id,ngay_duong,ngay_am,thang_am,nam_am,thang_nhuan,can_chi_ngay,can_chi_nam,tiet_khi,truc,ngay_hoang_dao,nhi_thap_bat_tu,nguon,ghi_chu
1950-06-01,1950-06-01,16,4,1950,khong,Đinh Mão,Canh Dần,Tiểu Mãn,Khai,khong,Tỉnh,tinh-toan,
1950-06-02,1950-06-02,17,4,1950,khong,Mậu Thìn,Canh Dần,Tiểu Mãn,Bế,co,Quỷ,tinh-toan,
1950-06-03,1950-06-03,18,4,1950,khong,Kỷ Tỵ,Canh Dần,Tiểu Mãn,Kiến,khong,Liễu,tinh-toan,
1950-06-04,1950-06-04,19,4,1950,khong,Canh Ngọ,Canh Dần,Tiểu Mãn,Trừ,co,Tinh,tinh-toan,
1950-06-05,1950-06-05,20,4,1950,khong,Tân Mùi,Canh Dần,Tiểu Mãn,Mãn,co,Trương,tinh-toan,
1950-06-06,1950-06-06,21,4,1950,khong,Nhâm Thân,Canh Dần,Tiểu Mãn,Bình,khong,Dực,tinh-toan,
1950-06-07,1950-06-07,22,4,1950,khong,Quý Dậu,Canh Dần,Mang Chủng,Bình,co,Chẩn,tinh-toan,
1950-06-08,1950-06-08,23,4,1950,khong,Giáp Tuất,Canh Dần,Mang Chủng,Định,khong,Giác,tinh-toan,
1950-06-09,1950-06-09,24,4,1950,khong,Ất Hợi,Canh Dần,Mang Chủng,Chấp,khong,Cang,tinh-toan,
1950-06-10,1950-06-10,25,4,1950,khong,Bính Tý,Canh Dần,Mang Chủng,Phá,co,Đê,tinh-toan,
1950-06-11,1950-06-11,26,4,1950,khong,Đinh Sửu,Canh Dần,Mang Chủng,Nguy,co,Phòng,tinh-toan,
1950-06-12,1950-06-12,27,4,1950,khong,Mậu Dần,Canh Dần,Mang Chủng,Thành,khong,Tâm,tinh-toan,
1950-06-13,1950-06-13,28,4,1950,khong,Kỷ Mão,Canh Dần,Mang Chủng,Thu,co,Vĩ,tinh-toan,
1950-06-14,1950-06-14,29,4,1950,khong,Canh Thìn,Canh Dần,Mang Chủng,Khai,khong,Cơ,tinh-toan,
1950-06-15,1950-06-15,1,5,1950,khong,Tân Tỵ,Canh Dần,Mang Chủng,Bế,khong,Đẩu,tinh-toan,
1950-06-16,1950-06-16,2,5,1950,khong,Nhâm Ngọ,Canh Dần,Mang Chủng,Kiến,co,Ngưu,tinh-toan,
1950-06-17,1950-06-17,3,5,1950,khong,Quý Mùi,Canh Dần,Mang Chủng,Trừ,khong,Nữ,tinh-toan,
1950-06-18,1950-06-18,4,5,1950,khong,Giáp Thân,Canh Dần,Mang Chủng,Mãn,co,Hư,tinh-toan,
1950-06-19,1950-06-19,5,5,1950,khong,Ất Dậu,Canh Dần,Mang Chủng,Bình,co,Nguy,tinh-toan,
1950-06-20,1950-06-20,6,5,1950,khong,Bính Tuất,Canh Dần,Mang Chủng,Định,khong,Thất,tinh-toan,
1950-06-21,1950-06-21,7,5,1950,khong,Đinh Hợi,Canh Dần,Mang Chủng,Chấp,khong,Bích,tinh-toan,
1950-06-22,1950-06-22,8,5,1950,khong,Mậu Tý,Canh Dần,Hạ Chí,Phá,co,Khuê,tinh-toan,
1950-06-23,1950-06-23,9,5,1950,khong,Kỷ Sửu,Canh Dần,Hạ Chí,Nguy,co,Lâu,tinh-toan,
1950-06-24,1950-06-24,10,5,1950,khong,Canh Dần,Canh Dần,Hạ Chí,Thành,khong,Vị,tinh-toan,
1950-06-25,1950-06-25,11,5,1950,khong,Tân Mão,Canh Dần,Hạ Chí,Thu,co,Mão,tinh-toan,
1950-06-26,1950-06-26,12,5,1950,khong,Nhâm Thìn,Canh Dần,Hạ Chí,Khai,khong,Tất,tinh-toan,
1950-06-27,1950-06-27,13,5,1950,khong,Quý Tỵ,Canh Dần,Hạ Chí,Bế,khong,Chủy,tinh-toan,
1950-06-28,1950-06-28,14,5,1950,khong,Giáp Ngọ,Canh Dần,Hạ Chí,Kiến,co,Sâm,tinh-toan,
1950-06-29,1950-06-29,15,5,1950,khong,Ất Mùi,Canh Dần,Hạ Chí,Trừ,khong,Tỉnh,tinh-toan,
1950-06-30,1950-06-30,16,5,1950,khong,Bính Thân,Canh Dần,Hạ Chí,Mãn,co,Quỷ,tinh-toan,
1950-07-01,1950-07-01,17,5,1950,khong,Đinh Dậu,Canh Dần,Hạ Chí,Bình,co,Liễu,tinh-toan,
1950-07-02,1950-07-02,18,5,1950,khong,Mậu Tuất,Canh Dần,Hạ Chí,Định,khong,Tinh,tinh-toan,
1950-07-03,1950-07-03,19,5,1950,khong,Kỷ Hợi,Canh Dần,Hạ Chí,Chấp,khong,Trương,tinh-toan,
1950-07-04,1950-07-04,20,5,1950,khong,Canh Tý,Canh Dần,Hạ Chí,Phá,co,Dực,tinh-toan,
1950-07-05,1950-07-05,21,5,1950,khong,Tân Sửu,Canh Dần,Hạ Chí,Nguy,co,Chẩn,tinh-toan,
1950-07-06,1950-07-06,22,5,1950,khong,Nhâm Dần,Canh Dần,Hạ Chí,Thành,khong,Giác,tinh-toan,
1950-07-07,1950-07-07,23,5,1950,khong,Quý Mão,Canh Dần,Hạ Chí,Thu,co,Cang,tinh-toan,
1950-07-08,1950-07-08,24,5,1950,khong,Giáp Thìn,Canh Dần,Tiểu Thử,Thu,khong,Đê,tinh-toan,
1950-07-09,1950-07-09,25,5,1950,khong,Ất Tỵ,Canh Dần,Tiểu Thử,Khai,co,Phòng,tinh-toan,
1950-07-10,1950-07-10,26,5,1950,khong,Bính Ngọ,Canh Dần,Tiểu Thử,Bế,khong,Tâm,tinh-toan,
1950-07-11,1950-07-11,27,5,1950,khong,Đinh Mùi,Canh Dần,Tiểu Thử,Kiến,khong,Vĩ,tinh-toan,
1950-07-12,1950-07-12,28,5,1950,khong,Mậu Thân,Canh Dần,Tiểu Thử,Trừ,co,Cơ,tinh-toan,
1950-07-13,1950-07-13,29,5,1950,khong,Kỷ Dậu,Canh Dần,Tiểu Thử,Mãn,khong,Đẩu,tinh-toan,
1950-07-14,1950-07-14,30,5,1950,khong,Canh Tuất,Canh Dần,Tiểu Thử,Bình,co,Ngưu,tinh-toan,
1950-07-15,1950-07-15,1,6,1950,khong,Tân Hợi,Canh Dần,Tiểu Thử,Định,co,Nữ,tinh-toan,
1950-07-16,1950-07-16,2,6,1950,khong,Nhâm Tý,Canh Dần,Tiểu Thử,Chấp,khong,Hư,tinh-toan,
1950-07-17,1950-07-17,3,6,1950,khong,Quý Sửu,Canh Dần,Tiểu Thử,Phá,khong,Nguy,tinh-toan,
1950-07-18,1950-07-18,4,6,1950,khong,Giáp Dần,Canh Dần,Tiểu Thử,Nguy,co,Thất,tinh-toan,
1950-07-19,1950-07-19,5,6,1950,khong,Ất Mão,Canh Dần,Tiểu Thử,Thành,co,Bích,tinh-toan,
1950-07-20,1950-07-20,6,6,1950,khong,Bính Thìn,Canh Dần,Tiểu Thử,Thu,khong,Khuê,tinh-toan,
1950-07-21,1950-07-21,7,6,1950,khong,Đinh Tỵ,Canh Dần,Tiểu Thử,Khai,co,Lâu,tinh-toan,
1950-07-22,1950-07-22,8,6,1950,khong,Mậu Ngọ,Canh Dần,Tiểu Thử,Bế,khong,Vị,tinh-toan,
1950-07-23,1950-07-23,9,6,1950,khong,Kỷ Mùi,Canh Dần,Tiểu Thử,Kiến,khong,Mão,tinh-toan,
1950-07-24,1950-07-24,10,6,1950,khong,Canh Thân,Canh Dần,Đại Thử,Trừ,co,Tất,tinh-toan,
1950-07-25,1950-07-25,11,6,1950,khong,Tân Dậu,Canh Dần,Đại Thử,Mãn,khong,Chủy,tinh-toan,
1950-07-26,1950-07-26,12,6,1950,khong,Nhâm Tuất,Canh Dần,Đại Thử,Bình,co,Sâm,tinh-toan,
1950-07-27,1950-07-27,13,6,1950,khong,Quý Hợi,Canh Dần,Đại Thử,Định,co,Tỉnh,tinh-toan,
1950-07-28,1950-07-28,14,6,1950,khong,Giáp Tý,Canh Dần,Đại Thử,Chấp,khong,Quỷ,tinh-toan,
1950-07-29,1950-07-29,15,6,1950,khong,Ất Sửu,Canh Dần,Đại Thử,Phá,khong,Liễu,tinh-toan,
1950-07-30,1950-07-30,16,6,1950,khong,Bính Dần,Canh Dần,Đại Thử,Nguy,co,Tinh,tinh-toan,
1950-07-31,1950-07-31,17,6,1950,khong,Đinh Mão,Canh Dần,Đại Thử,Thành,co,Trương,tinh-toan,
1950-08-01,1950-08-01,18,6,1950,khong,Mậu Thìn,Canh Dần,Đại Thử,Thu,khong,Dực,tinh-toan,
1950-08-02,1950-08-02,19,6,1950,khong,Kỷ Tỵ,Canh Dần,Đại Thử,Khai,co,Chẩn,tinh-toan,
1950-08-03,1950-08-03,20,6,1950,khong,Canh Ngọ,Canh Dần,Đại Thử,Bế,khong,Giác,tinh-toan,
1950-08-04,1950-08-04,21,6,1950,khong,Tân Mùi,Canh Dần,Đại Thử,Kiến,khong,Cang,tinh-toan,
1950-08-05,1950-08-05,22,6,1950,khong,Nhâm Thân,Canh Dần,Đại Thử,Trừ,co,Đê,tinh-toan,
1950-08-06,1950-08-06,23,6,1950,khong,Quý Dậu,Canh Dần,Đại Thử,Mãn,khong,Phòng,tinh-toan,
1950-08-07,1950-08-07,24,6,1950,khong,Giáp Tuất,Canh Dần,Đại Thử,Bình,co,Tâm,tinh-toan,
1950-08-08,1950-08-08,25,6,1950,khong,Ất Hợi,Canh Dần,Lập Thu,Bình,khong,Vĩ,tinh-toan,
1950-08-09,1950-08-09,26,6,1950,khong,Bính Tý,Canh Dần,Lập Thu,Định,co,Cơ,tinh-toan,
1950-08-10,1950-08-10,27,6,1950,khong,Đinh Sửu,Canh Dần,Lập Thu,Chấp,co,Đẩu,tinh-toan,
1950-08-11,1950-08-11,28,6,1950,khong,Mậu Dần,Canh Dần,Lập Thu,Phá,khong,Ngưu,tinh-toan,
1950-08-12,1950-08-12,29,6,1950,khong,Kỷ Mão,Canh Dần,Lập Thu,Nguy,khong,Nữ,tinh-toan,
1950-08-13,1950-08-13,1,7,1950,khong,Canh Thìn,Canh Dần,Lập Thu,Thành,co,Hư,tinh-toan,
1950-08-14,1950-08-14,2,7,1950,khong,Tân Tỵ,Canh Dần,Lập Thu,Thu,co,Nguy,tinh-toan,
1950-08-15,1950-08-15,3,7,1950,khong,Nhâm Ngọ,Canh Dần,Lập Thu,Khai,khong,Thất,tinh-toan,
1950-08-16,1950-08-16,4,7,1950,khong,Quý Mùi,Canh Dần,Lập Thu,Bế,co,Bích,tinh-toan,
1950-08-17,1950-08-17,5,7,1950,khong,Giáp Thân,Canh Dần,Lập Thu,Kiến,khong,Khuê,tinh-toan,
1950-08-18,1950-08-18,6,7,1950,khong,Ất Dậu,Canh Dần,Lập Thu,Trừ,khong,Lâu,tinh-toan,
1950-08-19,1950-08-19,7,7,1950,khong,Bính Tuất,Canh Dần,Lập Thu,Mãn,co,Vị,tinh-toan,
1950-08-20,1950-08-20,8,7,1950,khong,Đinh Hợi,Canh Dần,Lập Thu,Bình,khong,Mão,tinh-toan,
1950-08-21,1950-08-21,9,7,1950,khong,Mậu Tý,Canh Dần,Lập Thu,Định,co,Tất,tinh-toan,
1950-08-22,1950-08-22,10,7,1950,khong,Kỷ Sửu,Canh Dần,Lập Thu,Chấp,co,Chủy,tinh-toan,
1950-08-23,1950-08-23,11,7,1950,khong,Canh Dần,Canh Dần,Lập Thu,Phá,khong,Sâm,tinh-toan,
1950-08-24,1950-08-24,12,7,1950,khong,Tân Mão,Canh Dần,Xử Thử,Nguy,khong,Tỉnh,tinh-toan,
1950-08-25,1950-08-25,13,7,1950,khong,Nhâm Thìn,Canh Dần,Xử Thử,Thành,co,Quỷ,tinh-toan,
1950-08-26,1950-08-26,14,7,1950,khong,Quý Tỵ,Canh Dần,Xử Thử,Thu,co,Liễu,tinh-toan,
1950-08-27,1950-08-27,15,7,1950,khong,Giáp Ngọ,Canh Dần,Xử Thử,Khai,khong,Tinh,tinh-toan,
1950-08-28,1950-08-28,16,7,1950,khong,Ất Mùi,Canh Dần,Xử Thử,Bế,co,Trương,tinh-toan,
1950-08-29,1950-08-29,17,7,1950,khong,Bính Thân,Canh Dần,Xử Thử,Kiến,khong,Dực,tinh-toan,
1950-08-30,1950-08-30,18,7,1950,khong,Đinh Dậu,Canh Dần,Xử Thử,Trừ,khong,Chẩn,tinh-toan,
1950-08-31,1950-08-31,19,7,1950,khong,Mậu Tuất,Canh Dần,Xử Thử,Mãn,co,Giác,tinh-toan,
1950-09-01,1950-09-01,20,7,1950,khong,Kỷ Hợi,Canh Dần,Xử Thử,Bình,khong,Cang,tinh-toan,
1950-09-02,1950-09-02,21,7,1950,khong,Canh Tý,Canh Dần,Xử Thử,Định,co,Đê,tinh-toan,
1950-09-03,1950-09-03,22,7,1950,khong,Tân Sửu,Canh Dần,Xử Thử,Chấp,co,Phòng,tinh-toan,
1950-09-04,1950-09-04,23,7,1950,khong,Nhâm Dần,Canh Dần,Xử Thử,Phá,khong,Tâm,tinh-toan,
1950-09-05,1950-09-05,24,7,1950,khong,Quý Mão,Canh Dần,Xử Thử,Nguy,khong,Vĩ,tinh-toan,
1950-09-06,1950-09-06,25,7,1950,khong,Giáp Thìn,Canh Dần,Xử Thử,Thành,co,Cơ,tinh-toan,
1950-09-07,1950-09-07,26,7,1950,khong,Ất Tỵ,Canh Dần,Xử Thử,Thu,co,Đẩu,tinh-toan,
1950-09-08,1950-09-08,27,7,1950,khong,Bính Ngọ,Canh Dần,Xử Thử,Khai,khong,Ngưu,tinh-toan,
1950-09-09,1950-09-09,28,7,1950,khong,Đinh Mùi,Canh Dần,Bạch Lộ,Khai,co,Nữ,tinh-toan,
1950-09-10,1950-09-10,29,7,1950,khong,Mậu Thân,Canh Dần,Bạch Lộ,Bế,khong,Hư,tinh-toan,
1950-09-11,1950-09-11,30,7,1950,khong,Kỷ Dậu,Canh Dần,Bạch Lộ,Kiến,co,Nguy,tinh-toan,
1950-09-12,1950-09-12,1,8,1950,khong,Canh Tuất,Canh Dần,Bạch Lộ,Trừ,khong,Thất,tinh-toan,
1950-09-13,1950-09-13,2,8,1950,khong,Tân Hợi,Canh Dần,Bạch Lộ,Mãn,khong,Bích,tinh-toan,
1950-09-14,1950-09-14,3,8,1950,khong,Nhâm Tý,Canh Dần,Bạch Lộ,Bình,co,Khuê,tinh-toan,
1950-09-15,1950-09-15,4,8,1950,khong,Quý Sửu,Canh Dần,Bạch Lộ,Định,khong,Lâu,tinh-toan,
1950-09-16,1950-09-16,5,8,1950,khong,Giáp Dần,Canh Dần,Bạch Lộ,Chấp,co,Vị,tinh-toan,
1950-09-17,1950-09-17,6,8,1950,khong,Ất Mão,Canh Dần,Bạch Lộ,Phá,co,Mão,tinh-toan,
1950-09-18,1950-09-18,7,8,1950,khong,Bính Thìn,Canh Dần,Bạch Lộ,Nguy,khong,Tất,tinh-toan,
1950-09-19,1950-09-19,8,8,1950,khong,Đinh Tỵ,Canh Dần,Bạch Lộ,Thành,khong,Chủy,tinh-toan,
1950-09-20,1950-09-20,9,8,1950,khong,Mậu Ngọ,Canh Dần,Bạch Lộ,Thu,co,Sâm,tinh-toan,
1950-09-21,1950-09-21,10,8,1950,khong,Kỷ Mùi,Canh Dần,Bạch Lộ,Khai,co,Tỉnh,tinh-toan,
1950-09-22,1950-09-22,11,8,1950,khong,Canh Thân,Canh Dần,Bạch Lộ,Bế,khong,Quỷ,tinh-toan,
1950-09-23,1950-09-23,12,8,1950,khong,Tân Dậu,Canh Dần,Bạch Lộ,Kiến,co,Liễu,tinh-toan,
1950-09-24,1950-09-24,13,8,1950,khong,Nhâm Tuất,Canh Dần,Thu Phân,Trừ,khong,Tinh,tinh-toan,
1950-09-25,1950-09-25,14,8,1950,khong,Quý Hợi,Canh Dần,Thu Phân,Mãn,khong,Trương,tinh-toan,
1950-09-26,1950-09-26,15,8,1950,khong,Giáp Tý,Canh Dần,Thu Phân,Bình,co,Dực,tinh-toan,
1950-09-27,1950-09-27,16,8,1950,khong,Ất Sửu,Canh Dần,Thu Phân,Định,khong,Chẩn,tinh-toan,
1950-09-28,1950-09-28,17,8,1950,khong,Bính Dần,Canh Dần,Thu Phân,Chấp,co,Giác,tinh-toan,
1950-09-29,1950-09-29,18,8,1950,khong,Đinh Mão,Canh Dần,Thu Phân,Phá,co,Cang,tinh-toan,
1950-09-30,1950-09-30,19,8,1950,khong,Mậu Thìn,Canh Dần,Thu Phân,Nguy,khong,Đê,tinh-toan,
1950-10-01,1950-10-01,20,8,1950,khong,Kỷ Tỵ,Canh Dần,Thu Phân,Thành,khong,Phòng,tinh-toan,
1950-10-02,1950-10-02,21,8,1950,khong,Canh Ngọ,Canh Dần,Thu Phân,Thu,co,Tâm,tinh-toan,
1950-10-03,1950-10-03,22,8,1950,khong,Tân Mùi,Canh Dần,Thu Phân,Khai,co,Vĩ,tinh-toan,
1950-10-04,1950-10-04,23,8,1950,khong,Nhâm Thân,Canh Dần,Thu Phân,Bế,khong,Cơ,tinh-toan,
1950-10-05,1950-10-05,24,8,1950,khong,Quý Dậu,Canh Dần,Thu Phân,Kiến,co,Đẩu,tinh-toan,
1950-10-06,1950-10-06,25,8,1950,khong,Giáp Tuất,Canh Dần,Thu Phân,Trừ,khong,Ngưu,tinh-toan,
1950-10-07,1950-10-07,26,8,1950,khong,Ất Hợi,Canh Dần,Thu Phân,Mãn,khong,Nữ,tinh-toan,
1950-10-08,1950-10-08,27,8,1950,khong,Bính Tý,Canh Dần,Thu Phân,Bình,co,Hư,tinh-toan,
1950-10-09,1950-10-09,28,8,1950,khong,Đinh Sửu,Canh Dần,Hàn Lộ,Bình,khong,Nguy,tinh-toan,
1950-10-10,1950-10-10,29,8,1950,khong,Mậu Dần,Canh Dần,Hàn Lộ,Định,co,Thất,tinh-toan,
1950-10-11,1950-10-11,1,9,1950,khong,Kỷ Mão,Canh Dần,Hàn Lộ,Chấp,khong,Bích,tinh-toan,
1950-10-12,1950-10-12,2,9,1950,khong,Canh Thìn,Canh Dần,Hàn Lộ,Phá,co,Khuê,tinh-toan,
1950-10-13,1950-10-13,3,9,1950,khong,Tân Tỵ,Canh Dần,Hàn Lộ,Nguy,co,Lâu,tinh-toan,
1950-10-14,1950-10-14,4,9,1950,khong,Nhâm Ngọ,Canh Dần,Hàn Lộ,Thành,khong,Vị,tinh-toan,
1950-10-15,1950-10-15,5,9,1950,khong,Quý Mùi,Canh Dần,Hàn Lộ,Thu,khong,Mão,tinh-toan,
1950-10-16,1950-10-16,6,9,1950,khong,Giáp Thân,Canh Dần,Hàn Lộ,Khai,co,Tất,tinh-toan,
1950-10-17,1950-10-17,7,9,1950,khong,Ất Dậu,Canh Dần,Hàn Lộ,Bế,co,Chủy,tinh-toan,
1950-10-18,1950-10-18,8,9,1950,khong,Bính Tuất,Canh Dần,Hàn Lộ,Kiến,khong,Sâm,tinh-toan,
1950-10-19,1950-10-19,9,9,1950,khong,Đinh Hợi,Canh Dần,Hàn Lộ,Trừ,co,Tỉnh,tinh-toan,
1950-10-20,1950-10-20,10,9,1950,khong,Mậu Tý,Canh Dần,Hàn Lộ,Mãn,khong,Quỷ,tinh-toan,
1950-10-21,1950-10-21,11,9,1950,khong,Kỷ Sửu,Canh Dần,Hàn Lộ,Bình,khong,Liễu,tinh-toan,
1950-10-22,1950-10-22,12,9,1950,khong,Canh Dần,Canh Dần,Hàn Lộ,Định,co,Tinh,tinh-toan,
1950-10-23,1950-10-23,13,9,1950,khong,Tân Mão,Canh Dần,Hàn Lộ,Chấp,khong,Trương,tinh-toan,
1950-10-24,1950-10-24,14,9,1950,khong,Nhâm Thìn,Canh Dần,Sương Giáng,Phá,co,Dực,tinh-toan,
1950-10-25,1950-10-25,15,9,1950,khong,Quý Tỵ,Canh Dần,Sương Giáng,Nguy,co,Chẩn,tinh-toan,
1950-10-26,1950-10-26,16,9,1950,khong,Giáp Ngọ,Canh Dần,Sương Giáng,Thành,khong,Giác,tinh-toan,
1950-10-27,1950-10-27,17,9,1950,khong,Ất Mùi,Canh Dần,Sương Giáng,Thu,khong,Cang,tinh-toan,
1950-10-28,1950-10-28,18,9,1950,khong,Bính Thân,Canh Dần,Sương Giáng,Khai,co,Đê,tinh-toan,
1950-10-29,1950-10-29,19,9,1950,khong,Đinh Dậu,Canh Dần,Sương Giáng,Bế,co,Phòng,tinh-toan,
1950-10-30,1950-10-30,20,9,1950,khong,Mậu Tuất,Canh Dần,Sương Giáng,Kiến,khong,Tâm,tinh-toan,
1950-10-31,1950-10-31,21,9,1950,khong,Kỷ Hợi,Canh Dần,Sương Giáng,Trừ,co,Vĩ,tinh-toan,
1950-11-01,1950-11-01,22,9,1950,khong,Canh Tý,Canh Dần,Sương Giáng,Mãn,khong,Cơ,tinh-toan,
1950-11-02,1950-11-02,23,9,1950,khong,Tân Sửu,Canh Dần,Sương Giáng,Bình,khong,Đẩu,tinh-toan,
1950-11-03,1950-11-03,24,9,1950,khong,Nhâm Dần,Canh Dần,Sương Giáng,Định,co,Ngưu,tinh-toan,
1950-11-04,1950-11-04,25,9,1950,khong,Quý Mão,Canh Dần,Sương Giáng,Chấp,khong,Nữ,tinh-toan,
1950-11-05,1950-11-05,26,9,1950,khong,Giáp Thìn,Canh Dần,Sương Giáng,Phá,co,Hư,tinh-toan,
1950-11-06,1950-11-06,27,9,1950,khong,Ất Tỵ,Canh Dần,Sương Giáng,Nguy,co,Nguy,tinh-toan,
1950-11-07,1950-11-07,28,9,1950,khong,Bính Ngọ,Canh Dần,Sương Giáng,Thành,khong,Thất,tinh-toan,
1950-11-08,1950-11-08,29,9,1950,khong,Đinh Mùi,Canh Dần,Lập Đông,Thành,co,Bích,tinh-toan,
1950-11-09,1950-11-09,30,9,1950,khong,Mậu Thân,Canh Dần,Lập Đông,Thu,khong,Khuê,tinh-toan,
1950-11-10,1950-11-10,1,10,1950,khong,Kỷ Dậu,Canh Dần,Lập Đông,Khai,khong,Lâu,tinh-toan,
1950-11-11,1950-11-11,2,10,1950,khong,Canh Tuất,Canh Dần,Lập Đông,Bế,co,Vị,tinh-toan,
1950-11-12,1950-11-12,3,10,1950,khong,Tân Hợi,Canh Dần,Lập Đông,Kiến,co,Mão,tinh-toan,
1950-11-13,1950-11-13,4,10,1950,khong,Nhâm Tý,Canh Dần,Lập Đông,Trừ,khong,Tất,tinh-toan,
1950-11-14,1950-11-14,5,10,1950,khong,Quý Sửu,Canh Dần,Lập Đông,Mãn,co,Chủy,tinh-toan,
1950-11-15,1950-11-15,6,10,1950,khong,Giáp Dần,Canh Dần,Lập Đông,Bình,khong,Sâm,tinh-toan,
1950-11-16,1950-11-16,7,10,1950,khong,Ất Mão,Canh Dần,Lập Đông,Định,khong,Tỉnh,tinh-toan,
1950-11-17,1950-11-17,8,10,1950,khong,Bính Thìn,Canh Dần,Lập Đông,Chấp,co,Quỷ,tinh-toan,
1950-11-18,1950-11-18,9,10,1950,khong,Đinh Tỵ,Canh Dần,Lập Đông,Phá,khong,Liễu,tinh-toan,
1950-11-19,1950-11-19,10,10,1950,khong,Mậu Ngọ,Canh Dần,Lập Đông,Nguy,co,Tinh,tinh-toan,
1950-11-20,1950-11-20,11,10,1950,khong,Kỷ Mùi,Canh Dần,Lập Đông,Thành,co,Trương,tinh-toan,
1950-11-21,1950-11-21,12,10,1950,khong,Canh Thân,Canh Dần,Lập Đông,Thu,khong,Dực,tinh-toan,
1950-11-22,1950-11-22,13,10,1950,khong,Tân Dậu,Canh Dần,Lập Đông,Khai,khong,Chẩn,tinh-toan,
1950-11-23,1950-11-23,14,10,1950,khong,Nhâm Tuất,Canh Dần,Tiểu Tuyết,Bế,co,Giác,tinh-toan,
1950-11-24,1950-11-24,15,10,1950,khong,Quý Hợi,Canh Dần,Tiểu Tuyết,Kiến,co,Cang,tinh-toan,
1950-11-25,1950-11-25,16,10,1950,khong,Giáp Tý,Canh Dần,Tiểu Tuyết,Trừ,khong,Đê,tinh-toan,
1950-11-26,1950-11-26,17,10,1950,khong,Ất Sửu,Canh Dần,Tiểu Tuyết,Mãn,co,Phòng,tinh-toan,
1950-11-27,1950-11-27,18,10,1950,khong,Bính Dần,Canh Dần,Tiểu Tuyết,Bình,khong,Tâm,tinh-toan,
1950-11-28,1950-11-28,19,10,1950,khong,Đinh Mão,Canh Dần,Tiểu Tuyết,Định,khong,Vĩ,tinh-toan,
1950-11-29,1950-11-29,20,10,1950,khong,Mậu Thìn,Canh Dần,Tiểu Tuyết,Chấp,co,Cơ,tinh-toan,
1950-11-30,1950-11-30,21,10,1950,khong,Kỷ Tỵ,Canh Dần,Tiểu Tuyết,Phá,khong,Đẩu,tinh-toan,
1950-12-01,1950-12-01,22,10,1950,khong,Canh Ngọ,Canh Dần,Tiểu Tuyết,Nguy,co,Ngưu,tinh-toan,
1950-12-02,1950-12-02,23,10,1950,khong,Tân Mùi,Canh Dần,Tiểu Tuyết,Thành,co,Nữ,tinh-toan,
1950-12-03,1950-12-03,24,10,1950,khong,Nhâm Thân,Canh Dần,Tiểu Tuyết,Thu,khong,Hư,tinh-toan,
1950-12-04,1950-12-04,25,10,1950,khong,Quý Dậu,Canh Dần,Tiểu Tuyết,Khai,khong,Nguy,tinh-toan,
1950-12-05,1950-12-05,26,10,1950,khong,Giáp Tuất,Canh Dần,Tiểu Tuyết,Bế,co,Thất,tinh-toan,
1950-12-06,1950-12-06,27,10,1950,khong,Ất Hợi,Canh Dần,Tiểu Tuyết,Kiến,co,Bích,tinh-toan,
1950-12-07,1950-12-07,28,10,1950,khong,Bính Tý,Canh Dần,Tiểu Tuyết,Trừ,khong,Khuê,tinh-toan,
1950-12-08,1950-12-08,29,10,1950,khong,Đinh Sửu,Canh Dần,Đại Tuyết,Trừ,co,Lâu,tinh-toan,
1950-12-09,1950-12-09,1,11,1950,khong,Mậu Dần,Canh Dần,Đại Tuyết,Mãn,khong,Vị,tinh-toan,
1950-12-10,1950-12-10,2,11,1950,khong,Kỷ Mão,Canh Dần,Đại Tuyết,Bình,co,Mão,tinh-toan,
1950-12-11,1950-12-11,3,11,1950,khong,Canh Thìn,Canh Dần,Đại Tuyết,Định,khong,Tất,tinh-toan,
1950-12-12,1950-12-12,4,11,1950,khong,Tân Tỵ,Canh Dần,Đại Tuyết,Chấp,khong,Chủy,tinh-toan,
1950-12-13,1950-12-13,5,11,1950,khong,Nhâm Ngọ,Canh Dần,Đại Tuyết,Phá,co,Sâm,tinh-toan,
1950-12-14,1950-12-14,6,11,1950,khong,Quý Mùi,Canh Dần,Đại Tuyết,Nguy,khong,Tỉnh,tinh-toan,
1950-12-15,1950-12-15,7,11,1950,khong,Giáp Thân,Canh Dần,Đại Tuyết,Thành,co,Quỷ,tinh-toan,
1950-12-16,1950-12-16,8,11,1950,khong,Ất Dậu,Canh Dần,Đại Tuyết,Thu,co,Liễu,tinh-toan,
1950-12-17,1950-12-17,9,11,1950,khong,Bính Tuất,Canh Dần,Đại Tuyết,Khai,khong,Tinh,tinh-toan,
1950-12-18,1950-12-18,10,11,1950,khong,Đinh Hợi,Canh Dần,Đại Tuyết,Bế,khong,Trương,tinh-toan,
1950-12-19,1950-12-19,11,11,1950,khong,Mậu Tý,Canh Dần,Đại Tuyết,Kiến,co,Dực,tinh-toan,
1950-12-20,1950-12-20,12,11,1950,khong,Kỷ Sửu,Canh Dần,Đại Tuyết,Trừ,co,Chẩn,tinh-toan,
1950-12-21,1950-12-21,13,11,1950,khong,Canh Dần,Canh Dần,Đại Tuyết,Mãn,khong,Giác,tinh-toan,
1950-12-22,1950-12-22,14,11,1950,khong,Tân Mão,Canh Dần,Đại Tuyết,Bình,co,Cang,tinh-toan,
1950-12-23,1950-12-23,15,11,1950,khong,Nhâm Thìn,Canh Dần,Đông Chí,Định,khong,Đê,tinh-toan,
