id,nam,ten,ten_en,kinh_do,ngay_bat_dau,gio,phut,sat_nua_dem,nguon,ghi_chu
1952-14,1952,Sương Giáng,Frost Descent,210,1952-10-23,18,14,khong,tinh-toan,
1952-15,1952,Lập Đông,Start of Winter,225,1952-11-07,18,10,khong,tinh-toan,
1952-16,1952,Tiểu Tuyết,Minor Snow,240,1952-11-22,15,30,khong,tinh-toan,
1952-17,1952,Đại Tuyết,Major Snow,255,1952-12-07,10,46,khong,tinh-toan,
1952-18,1952,Đông Chí,Winter Solstice,270,1952-12-22,4,38,khong,tinh-toan,
1953-19,1953,Tiểu Hàn,Minor Cold,285,1953-01-05,21,54,khong,tinh-toan,
1953-20,1953,Đại Hàn,Major Cold,300,1953-01-20,15,17,khong,tinh-toan,
1953-21,1953,Lập Xuân,Start of Spring,315,1953-02-04,9,37,khong,tinh-toan,
1953-22,1953,Vũ Thủy,Rain Water,330,1953-02-19,5,36,khong,tinh-toan,
1953-23,1953,Kinh Trập,Awakening of Insects,345,1953-03-06,3,52,khong,tinh-toan,
1953-00,1953,Xuân Phân,Vernal Equinox,0,1953-03-21,4,54,khong,tinh-toan,
1953-01,1953,Thanh Minh,Clear and Bright,15,1953-04-05,9,0,khong,tinh-toan,
1953-02,1953,Cốc Vũ,Grain Rain,30,1953-04-20,16,18,khong,tinh-toan,
1953-03,1953,Lập Hạ,Start of Summer,45,1953-05-06,2,40,khong,tinh-toan,
1953-04,1953,Tiểu Mãn,Grain Buds,60,1953-05-21,15,46,khong,tinh-toan,
1953-05,1953,Mang Chủng,Grain in Ear,75,1953-06-06,7,5,khong,tinh-toan,
1953-06,1953,Hạ Chí,Summer Solstice,90,1953-06-21,23,56,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1953-07,1953,Tiểu Thử,Minor Heat,105,1953-07-07,17,28,khong,tinh-toan,
1953-08,1953,Đại Thử,Major Heat,120,1953-07-23,10,50,khong,tinh-toan,
1953-09,1953,Lập Thu,Start of Autumn,135,1953-08-08,3,11,khong,tinh-toan,
1953-10,1953,Xử Thử,End of Heat,150,1953-08-23,17,44,khong,tinh-toan,
1953-11,1953,Bạch Lộ,White Dew,165,1953-09-08,5,50,khong,tinh-toan,
1953-12,1953,Thu Phân,Autumnal Equinox,180,1953-09-23,15,4,khong,tinh-toan,
1953-13,1953,Hàn Lộ,Cold Dew,195,1953-10-08,21,9,khong,tinh-toan,
1953-14,1953,Sương Giáng,Frost Descent,210,1953-10-24,0,3,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1953-15,1953,Lập Đông,Start of Winter,225,1953-11-07,23,59,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1953-16,1953,Tiểu Tuyết,Minor Snow,240,1953-11-22,21,19,khong,tinh-toan,
1953-17,1953,Đại Tuyết,Major Snow,255,1953-12-07,16,36,khong,tinh-toan,
1953-18,1953,Đông Chí,Winter Solstice,270,1953-12-22,10,28,khong,tinh-toan,
1954-19,1954,Tiểu Hàn,Minor Cold,285,1954-01-06,3,43,khong,tinh-toan,
1954-20,1954,Đại Hàn,Major Cold,300,1954-01-20,21,7,khong,tinh-toan,
1954-21,1954,Lập Xuân,Start of Spring,315,1954-02-04,15,26,khong,tinh-toan,
1954-22,1954,Vũ Thủy,Rain Water,330,1954-02-19,11,25,khong,tinh-toan,
1954-23,1954,Kinh Trập,Awakening of Insects,345,1954-03-06,9,41,khong,tinh-toan,
1954-00,1954,Xuân Phân,Vernal Equinox,0,1954-03-21,10,43,khong,tinh-toan,
1954-01,1954,Thanh Minh,Clear and Bright,15,1954-04-05,14,49,khong,tinh-toan,
1954-02,1954,Cốc Vũ,Grain Rain,30,1954-04-20,22,7,khong,tinh-toan,
1954-03,1954,Lập Hạ,Start of Summer,45,1954-05-06,8,28,khong,tinh-toan,
1954-04,1954,Tiểu Mãn,Grain Buds,60,1954-05-21,21,34,khong,tinh-toan,
1954-05,1954,Mang Chủng,Grain in Ear,75,1954-06-06,12,53,khong,tinh-toan,
1954-06,1954,Hạ Chí,Summer Solstice,90,1954-06-22,5,43,khong,tinh-toan,
1954-07,1954,Tiểu Thử,Minor Heat,105,1954-07-07,23,15,khong,tinh-toan,
1954-08,1954,Đại Thử,Major Heat,120,1954-07-23,16,38,khong,tinh-toan,
1954-09,1954,Lập Thu,Start of Autumn,135,1954-08-08,8,59,khong,tinh-toan,
1954-10,1954,Xử Thử,End of Heat,150,1954-08-23,23,32,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1954-11,1954,Bạch Lộ,White Dew,165,1954-09-08,11,39,khong,tinh-toan,
1954-12,1954,Thu Phân,Autumnal Equinox,180,1954-09-23,20,52,khong,tinh-toan,
1954-13,1954,Hàn Lộ,Cold Dew,195,1954-10-09,2,57,khong,tinh-toan,
1954-14,1954,Sương Giáng,Frost Descent,210,1954-10-24,5,52,khong,tinh-toan,
1954-15,1954,Lập Đông,Start of Winter,225,1954-11-08,5,48,khong,tinh-toan,
1954-16,1954,Tiểu Tuyết,Minor Snow,240,1954-11-23,3,8,khong,tinh-toan,
1954-17,1954,Đại Tuyết,Major Snow,255,1954-12-07,22,24,khong,tinh-toan,
1954-18,1954,Đông Chí,Winter Solstice,270,1954-12-22,16,18,khong,tinh-toan,
1955-19,1955,Tiểu Hàn,Minor Cold,285,1955-01-06,9,33,khong,tinh-toan,
1955-20,1955,Đại Hàn,Major Cold,300,1955-01-21,2,56,khong,tinh-toan,
1955-21,1955,Lập Xuân,Start of Spring,315,1955-02-04,21,16,khong,tinh-toan,
1955-22,1955,Vũ Thủy,Rain Water,330,1955-02-19,17,15,khong,tinh-toan,
1955-23,1955,Kinh Trập,Awakening of Insects,345,1955-03-06,15,30,khong,tinh-toan,
1955-00,1955,Xuân Phân,Vernal Equinox,0,1955-03-21,16,32,khong,tinh-toan,
1955-01,1955,Thanh Minh,Clear and Bright,15,1955-04-05,20,38,khong,tinh-toan,
1955-02,1955,Cốc Vũ,Grain Rain,30,1955-04-21,3,55,khong,tinh-toan,
1955-03,1955,Lập Hạ,Start of Summer,45,1955-05-06,14,17,khong,tinh-toan,
1955-04,1955,Tiểu Mãn,Grain Buds,60,1955-05-22,3,23,khong,tinh-toan,
1955-05,1955,Mang Chủng,Grain in Ear,75,1955-06-06,18,41,khong,tinh-toan,
1955-06,1955,Hạ Chí,Summer Solstice,90,1955-06-22,11,31,khong,tinh-toan,
1955-07,1955,Tiểu Thử,Minor Heat,105,1955-07-08,5,4,khong,tinh-toan,
1955-08,1955,Đại Thử,Major Heat,120,1955-07-23,22,26,khong,tinh-toan,
1955-09,1955,Lập Thu,Start of Autumn,135,1955-08-08,14,47,khong,tinh-toan,
1955-10,1955,Xử Thử,End of Heat,150,1955-08-24,5,21,khong,tinh-toan,
1955-11,1955,Bạch Lộ,White Dew,165,1955-09-08,17,27,khong,tinh-toan,
1955-12,1955,Thu Phân,Autumnal Equinox,180,1955-09-24,2,41,khong,tinh-toan,
1955-13,1955,Hàn Lộ,Cold Dew,195,1955-10-09,8,46,khong,tinh-toan,
1955-14,1955,Sương Giáng,Frost Descent,210,1955-10-24,11,41,khong,tinh-toan,
1955-15,1955,Lập Đông,Start of Winter,225,1955-11-08,11,38,khong,tinh-toan,
1955-16,1955,Tiểu Tuyết,Minor Snow,240,1955-11-23,8,58,khong,tinh-toan,
1955-17,1955,Đại Tuyết,Major Snow,255,1955-12-08,4,14,khong,tinh-toan,
1955-18,1955,Đông Chí,Winter Solstice,270,1955-12-22,22,7,khong,tinh-toan,
1956-19,1956,Tiểu Hàn,Minor Cold,285,1956-01-06,15,22,khong,tinh-toan,
1956-20,1956,Đại Hàn,Major Cold,300,1956-01-21,8,46,khong,tinh-toan,
1956-21,1956,Lập Xuân,Start of Spring,315,1956-02-05,3,5,khong,tinh-toan,
1956-22,1956,Vũ Thủy,Rain Water,330,1956-02-19,23,4,khong,tinh-toan,
1956-23,1956,Kinh Trập,Awakening of Insects,345,1956-03-05,21,19,khong,tinh-toan,
1956-00,1956,Xuân Phân,Vernal Equinox,0,1956-03-20,22,21,khong,tinh-toan,
1956-01,1956,Thanh Minh,Clear and Bright,15,1956-04-05,2,27,khong,tinh-toan,
1956-02,1956,Cốc Vũ,Grain Rain,30,1956-04-20,9,43,khong,tinh-toan,
1956-03,1956,Lập Hạ,Start of Summer,45,1956-05-05,20,5,khong,tinh-toan,
1956-04,1956,Tiểu Mãn,Grain Buds,60,1956-05-21,9,11,khong,tinh-toan,
1956-05,1956,Mang Chủng,Grain in Ear,75,1956-06-06,0,30,khong,tinh-toan,
1956-06,1956,Hạ Chí,Summer Solstice,90,1956-06-21,17,19,khong,tinh-toan,
1956-07,1956,Tiểu Thử,Minor Heat,105,1956-07-07,10,52,khong,tinh-toan,
1956-08,1956,Đại Thử,Major Heat,120,1956-07-23,4,14,khong,tinh-toan,
1956-09,1956,Lập Thu,Start of Autumn,135,1956-08-07,20,35,khong,tinh-toan,
1956-10,1956,Xử Thử,End of Heat,150,1956-08-23,11,9,khong,tinh-toan,
1956-11,1956,Bạch Lộ,White Dew,165,1956-09-07,23,15,khong,tinh-toan,
1956-12,1956,Thu Phân,Autumnal Equinox,180,1956-09-23,8,30,khong,tinh-toan,
1956-13,1956,Hàn Lộ,Cold Dew,195,1956-10-08,14,35,khong,tinh-toan,
1956-14,1956,Sương Giáng,Frost Descent,210,1956-10-23,17,30,khong,tinh-toan,
1956-15,1956,Lập Đông,Start of Winter,225,1956-11-07,17,27,khong,tinh-toan,
1956-16,1956,Tiểu Tuyết,Minor Snow,240,1956-11-22,14,47,khong,tinh-toan,
1956-17,1956,Đại Tuyết,Major Snow,255,1956-12-07,10,4,khong,tinh-toan,
1956-18,1956,Đông Chí,Winter Solstice,270,1956-12-22,3,57,khong,tinh-toan,
1957-19,1957,Tiểu Hàn,Minor Cold,285,1957-01-05,21,12,khong,tinh-toan,
1957-20,1957,Đại Hàn,Major Cold,300,1957-01-20,14,35,khong,tinh-toan,
1957-21,1957,Lập Xuân,Start of Spring,315,1957-02-04,8,55,khong,tinh-toan,
1957-22,1957,Vũ Thủy,Rain Water,330,1957-02-19,4,53,khong,tinh-toan,
1957-23,1957,Kinh Trập,Awakening of Insects,345,1957-03-06,3,9,khong,tinh-toan,
1957-00,1957,Xuân Phân,Vernal Equinox,0,1957-03-21,4,10,khong,tinh-toan,
1957-01,1957,Thanh Minh,Clear and Bright,15,1957-04-05,8,15,khong,tinh-toan,
1957-02,1957,Cốc Vũ,Grain Rain,30,1957-04-20,15,32,khong,tinh-toan,
1957-03,1957,Lập Hạ,Start of Summer,45,1957-05-06,1,53,khong,tinh-toan,
1957-04,1957,Tiểu Mãn,Grain Buds,60,1957-05-21,14,59,khong,tinh-toan,
1957-05,1957,Mang Chủng,Grain in Ear,75,1957-06-06,6,18,khong,tinh-toan,
1957-06,1957,Hạ Chí,Summer Solstice,90,1957-06-21,23,8,khong,tinh-toan,
1957-07,1957,Tiểu Thử,Minor Heat,105,1957-07-07,16,39,khong,tinh-toan,
1957-08,1957,Đại Thử,Major Heat,120,1957-07-23,10,2,khong,tinh-toan,
1957-09,1957,Lập Thu,Start of Autumn,135,1957-08-08,2,23,khong,tinh-toan,
1957-10,1957,Xử Thử,End of Heat,150,1957-08-23,16,57,khong,tinh-toan,
1957-11,1957,Bạch Lộ,White Dew,165,1957-09-08,5,4,khong,tinh-toan,
1957-12,1957,Thu Phân,Autumnal Equinox,180,1957-09-23,14,18,khong,tinh-toan,
1957-13,1957,Hàn Lộ,Cold Dew,195,1957-10-08,20,23,khong,tinh-toan,
1957-14,1957,Sương Giáng,Frost Descent,210,1957-10-23,23,19,khong,tinh-toan,
1957-15,1957,Lập Đông,Start of Winter,225,1957-11-07,23,15,khong,tinh-toan,
1957-16,1957,Tiểu Tuyết,Minor Snow,240,1957-11-22,20,36,khong,tinh-toan,
1957-17,1957,Đại Tuyết,Major Snow,255,1957-12-07,15,53,khong,tinh-toan,
1957-18,1957,Đông Chí,Winter Solstice,270,1957-12-22,9,47,khong,tinh-toan,
1958-19,1958,Tiểu Hàn,Minor Cold,285,1958-01-06,3,2,khong,tinh-toan,
1958-20,1958,Đại Hàn,Major Cold,300,1958-01-20,20,25,khong,tinh-toan,
1958-21,1958,Lập Xuân,Start of Spring,315,1958-02-04,14,45,khong,tinh-toan,
1958-22,1958,Vũ Thủy,Rain Water,330,1958-02-19,10,43,khong,tinh-toan,
1958-23,1958,Kinh Trập,Awakening of Insects,345,1958-03-06,8,58,khong,tinh-toan,
1958-00,1958,Xuân Phân,Vernal Equinox,0,1958-03-21,9,59,khong,tinh-toan,
1958-01,1958,Thanh Minh,Clear and Bright,15,1958-04-05,14,4,khong,tinh-toan,
1958-02,1958,Cốc Vũ,Grain Rain,30,1958-04-20,21,21,khong,tinh-toan,
1958-03,1958,Lập Hạ,Start of Summer,45,1958-05-06,7,42,khong,tinh-toan,
1958-04,1958,Tiểu Mãn,Grain Buds,60,1958-05-21,20,47,khong,tinh-toan,
1958-05,1958,Mang Chủng,Grain in Ear,75,1958-06-06,12,6,khong,tinh-toan,
1958-06,1958,Hạ Chí,Summer Solstice,90,1958-06-22,4,55,khong,tinh-toan,
1958-07,1958,Tiểu Thử,Minor Heat,105,1958-07-07,22,27,khong,tinh-toan,
1958-08,1958,Đại Thử,Major Heat,120,1958-07-23,15,50,khong,tinh-toan,
1958-09,1958,Lập Thu,Start of Autumn,135,1958-08-08,8,11,khong,tinh-toan,
1958-10,1958,Xử Thử,End of Heat,150,1958-08-23,22,45,khong,tinh-toan,
1958-11,1958,Bạch Lộ,White Dew,165,1958-09-08,10,53,khong,tinh-toan,
1958-12,1958,Thu Phân,Autumnal Equinox,180,1958-09-23,20,6,khong,tinh-toan,
1958-13,1958,Hàn Lộ,Cold Dew,195,1958-10-09,2,12,khong,tinh-toan,
1958-14,1958,Sương Giáng,Frost Descent,210,1958-10-24,5,8,khong,tinh-toan,
1958-15,1958,Lập Đông,Start of Winter,225,1958-11-08,5,5,khong,tinh-toan,
1958-16,1958,Tiểu Tuyết,Minor Snow,240,1958-11-23,2,26,khong,tinh-toan,
1958-17,1958,Đại Tuyết,Major Snow,255,1958-12-07,21,42,khong,tinh-toan,
1958-18,1958,Đông Chí,Winter Solstice,270,1958-12-22,15,36,khong,tinh-toan,
1959-19,1959,Tiểu Hàn,Minor Cold,285,1959-01-06,8,51,khong,tinh-toan,
1959-20,1959,Đại Hàn,Major Cold,300,1959-01-21,2,14,khong,tinh-toan,
1959-21,1959,Lập Xuân,Start of Spring,315,1959-02-04,20,34,khong,tinh-toan,
1959-22,1959,Vũ Thủy,Rain Water,330,1959-02-19,16,32,khong,tinh-toan,
1959-23,1959,Kinh Trập,Awakening of Insects,345,1959-03-06,14,47,khong,tinh-toan,
1959-00,1959,Xuân Phân,Vernal Equinox,0,1959-03-21,15,48,khong,tinh-toan,
1959-01,1959,Thanh Minh,Clear and Bright,15,1959-04-05,19,53,khong,tinh-toan,
1959-02,1959,Cốc Vũ,Grain Rain,30,1959-04-21,3,10,khong,tinh-toan,
1959-03,1959,Lập Hạ,Start of Summer,45,1959-05-06,13,30,khong,tinh-toan,
1959-04,1959,Tiểu Mãn,Grain Buds,60,1959-05-22,2,35,khong,tinh-toan,
1959-05,1959,Mang Chủng,Grain in Ear,75,1959-06-06,17,54,khong,tinh-toan,
1959-06,1959,Hạ Chí,Summer Solstice,90,1959-06-22,10,43,khong,tinh-toan,
1959-07,1959,Tiểu Thử,Minor Heat,105,1959-07-08,4,15,khong,tinh-toan,
1959-08,1959,Đại Thử,Major Heat,120,1959-07-23,21,38,khong,tinh-toan,
1959-09,1959,Lập Thu,Start of Autumn,135,1959-08-08,13,59,khong,tinh-toan,
1959-10,1959,Xử Thử,End of Heat,150,1959-08-24,4,33,khong,tinh-toan,
1959-11,1959,Bạch Lộ,White Dew,165,1959-09-08,16,41,khong,tinh-toan,
1959-12,1959,Thu Phân,Autumnal Equinox,180,1959-09-24,1,55,khong,tinh-toan,
1959-13,1959,Hàn Lộ,Cold Dew,195,1959-10-09,8,1,khong,tinh-toan,
1959-14,1959,Sương Giáng,Frost Descent,210,1959-10-24,10,57,khong,tinh-toan,
1959-15,1959,Lập Đông,Start of Winter,225,1959-11-08,10,54,khong,tinh-toan,
1959-16,1959,Tiểu Tuyết,Minor Snow,240,1959-11-23,8,15,khong,tinh-toan,
1959-17,1959,Đại Tuyết,Major Snow,255,1959-12-08,3,32,khong,tinh-toan,
1959-18,1959,Đông Chí,Winter Solstice,270,1959-12-22,21,26,khong,tinh-toan,
1960-19,1960,Tiểu Hàn,Minor Cold,285,1960-01-06,14,40,khong,tinh-toan,
1960-20,1960,Đại Hàn,Major Cold,300,1960-01-21,8,4,khong,tinh-toan,
1960-21,1960,Lập Xuân,Start of Spring,315,1960-02-05,2,23,khong,tinh-toan,
1960-22,1960,Vũ Thủy,Rain Water,330,1960-02-19,22,22,khong,tinh-toan,
1960-23,1960,Kinh Trập,Awakening of Insects,345,1960-03-05,20,36,khong,tinh-toan,
1960-00,1960,Xuân Phân,Vernal Equinox,0,1960-03-20,21,37,khong,tinh-toan,
1960-01,1960,Thanh Minh,Clear and Bright,15,1960-04-05,1,42,khong,tinh-toan,
1960-02,1960,Cốc Vũ,Grain Rain,30,1960-04-20,8,58,khong,tinh-toan,
1960-03,1960,Lập Hạ,Start of Summer,45,1960-05-05,19,18,khong,tinh-toan,
1960-04,1960,Tiểu Mãn,Grain Buds,60,1960-05-21,8,23,khong,tinh-toan,
1960-05,1960,Mang Chủng,Grain in Ear,75,1960-06-05,23,42,co,tinh-toan,Sát nửa đêm: sai số 4 tới 14 phút của mô hình có thể đổi ngày bắt đầu
1960-06,1960,Hạ Chí,Summer Solstice,90,1960-06-21,16,31,khong,tinh-toan,
1960-07,1960,Tiểu Thử,Minor Heat,105,1960-07-07,10,4,khong,tinh-toan,
1960-08,1960,Đại Thử,Major Heat,120,1960-07-23,3,25,khong,tinh-toan,
1960-09,1960,Lập Thu,Start of Autumn,135,1960-08-07,19,47,khong,tinh-toan,
1960-10,1960,Xử Thử,End of Heat,150,1960-08-23,10,21,khong,tinh-toan,
1960-11,1960,Bạch Lộ,White Dew,165,1960-09-07,22,29,khong,tinh-toan,
1960-12,1960,Thu Phân,Autumnal Equinox,180,1960-09-23,7,44,khong,tinh-toan,
1960-13,1960,Hàn Lộ,Cold Dew,195,1960-10-08,13,49,khong,tinh-toan,
1960-14,1960,Sương Giáng,Frost Descent,210,1960-10-23,16,46,khong,tinh-toan,
1960-15,1960,Lập Đông,Start of Winter,225,1960-11-07,16,43,khong,tinh-toan,
1960-16,1960,Tiểu Tuyết,Minor Snow,240,1960-11-22,14,4,khong,tinh-toan,
1960-17,1960,Đại Tuyết,Major Snow,255,1960-12-07,9,21,khong,tinh-toan,
1960-18,1960,Đông Chí,Winter Solstice,270,1960-12-22,3,15,khong,tinh-toan,
1961-19,1961,Tiểu Hàn,Minor Cold,285,1961-01-05,20,30,khong,tinh-toan,
1961-20,1961,Đại Hàn,Major Cold,300,1961-01-20,13,54,khong,tinh-toan,
1961-21,1961,Lập Xuân,Start of Spring,315,1961-02-04,8,13,khong,tinh-toan,
1961-22,1961,Vũ Thủy,Rain Water,330,1961-02-19,4,11,khong,tinh-toan,
1961-23,1961,Kinh Trập,Awakening of Insects,345,1961-03-06,2,26,khong,tinh-toan,
1961-00,1961,Xuân Phân,Vernal Equinox,0,1961-03-21,3,26,khong,tinh-toan,
1961-01,1961,Thanh Minh,Clear and Bright,15,1961-04-05,7,31,khong,tinh-toan,
1961-02,1961,Cốc Vũ,Grain Rain,30,1961-04-20,14,47,khong,tinh-toan,
1961-03,1961,Lập Hạ,Start of Summer,45,1961-05-06,1,7,khong,tinh-toan,
1961-04,1961,Tiểu Mãn,Grain Buds,60,1961-05-21,14,11,khong,tinh-toan,
1961-05,1961,Mang Chủng,Grain in Ear,75,1961-06-06,5,29,khong,tinh-toan,
1961-06,1961,Hạ Chí,Summer Solstice,90,1961-06-21,22,19,khong,tinh-toan,
1961-07,1961,Tiểu Thử,Minor Heat,105,1961-07-07,15,51,khong,tinh-toan,
1961-08,1961,Đại Thử,Major Heat,120,1961-07-23,9,13,khong,tinh-toan,
1961-09,1961,Lập Thu,Start of Autumn,135,1961-08-08,1,35,khong,tinh-toan,
1961-10,1961,Xử Thử,End of Heat,150,1961-08-23,16,9,khong,tinh-toan,
1961-11,1961,Bạch Lộ,White Dew,165,1961-09-08,4,17,khong,tinh-toan,
1961-12,1961,Thu Phân,Autumnal Equinox,180,1961-09-23,13,32,khong,tinh-toan,
1961-13,1961,Hàn Lộ,Cold Dew,195,1961-10-08,19,38,khong,tinh-toan,
1961-14,1961,Sương Giáng,Frost Descent,210,1961-10-23,22,35,khong,tinh-toan,
1961-15,1961,Lập Đông,Start of Winter,225,1961-11-07,22,32,khong,tinh-toan,
1961-16,1961,Tiểu Tuyết,Minor Snow,240,1961-11-22,19,53,khong,tinh-toan,
1961-17,1961,Đại Tuyết,Major Snow,255,1961-12-07,15,11,khong,tinh-toan,
1961-18,1961,Đông Chí,Winter Solstice,270,1961-12-22,9,5,khong,tinh-toan,
1962-19,1962,Tiểu Hàn,Minor Cold,285,1962-01-06,2,19,khong,tinh-toan,
1962-20,1962,Đại Hàn,Major Cold,300,1962-01-20,19,44,khong,tinh-toan,
1962-21,1962,Lập Xuân,Start of Spring,315,1962-02-04,14,3,khong,tinh-toan,
1962-22,1962,Vũ Thủy,Rain Water,330,1962-02-19,10,0,khong,tinh-toan,
1962-23,1962,Kinh Trập,Awakening of Insects,345,1962-03-06,8,15,khong,tinh-toan,
1962-00,1962,Xuân Phân,Vernal Equinox,0,1962-03-21,9,15,khong,tinh-toan,
1962-01,1962,Thanh Minh,Clear and Bright,15,1962-04-05,13,20,khong,tinh-toan,
1962-02,1962,Cốc Vũ,Grain Rain,30,1962-04-20,20,35,khong,tinh-toan,
1962-03,1962,Lập Hạ,Start of Summer,45,1962-05-06,6,55,khong,tinh-toan,
1962-04,1962,Tiểu Mãn,Grain Buds,60,1962-05-21,19,59,khong,tinh-toan,
1962-05,1962,Mang Chủng,Grain in Ear,75,1962-06-06,11,17,khong,tinh-toan,
1962-06,1962,Hạ Chí,Summer Solstice,90,1962-06-22,4,7,khong,tinh-toan,
1962-07,1962,Tiểu Thử,Minor Heat,105,1962-07-07,21,39,khong,tinh-toan,
1962-08,1962,Đại Thử,Major Heat,120,1962-07-23,15,1,khong,tinh-toan,
1962-09,1962,Lập Thu,Start of Autumn,135,1962-08-08,7,23,khong,tinh-toan,
1962-10,1962,Xử Thử,End of Heat,150,1962-08-23,21,57,khong,tinh-toan,
1962-11,1962,Bạch Lộ,White Dew,165,1962-09-08,10,5,khong,tinh-toan,
1962-12,1962,Thu Phân,Autumnal Equinox,180,1962-09-23,19,21,khong,tinh-toan,
1962-13,1962,Hàn Lộ,Cold Dew,195,1962-10-09,1,28,khong,tinh-toan,
1962-14,1962,Sương Giáng,Frost Descent,210,1962-10-24,4,24,khong,tinh-toan,
1962-15,1962,Lập Đông,Start of Winter,225,1962-11-08,4,22,khong,tinh-toan,
1962-16,1962,Tiểu Tuyết,Minor Snow,240,1962-11-23,1,43,khong,tinh-toan,
1962-17,1962,Đại Tuyết,Major Snow,255,1962-12-07,21,0,khong,tinh-toan,
1962-18,1962,Đông Chí,Winter Solstice,270,1962-12-22,14,54,khong,tinh-toan,
1963-19,1963,Tiểu Hàn,Minor Cold,285,1963-01-06,8,9,khong,tinh-toan,
1963-20,1963,Đại Hàn,Major Cold,300,1963-01-21,1,33,khong,tinh-toan,
1963-21,1963,Lập Xuân,Start of Spring,315,1963-02-04,19,52,khong,tinh-toan,
1963-22,1963,Vũ Thủy,Rain Water,330,1963-02-19,15,50,khong,tinh-toan,
1963-23,1963,Kinh Trập,Awakening of Insects,345,1963-03-06,14,4,khong,tinh-toan,
1963-00,1963,Xuân Phân,Vernal Equinox,0,1963-03-21,15,4,khong,tinh-toan,
1963-01,1963,Thanh Minh,Clear and Bright,15,1963-04-05,19,8,khong,tinh-toan,
1963-02,1963,Cốc Vũ,Grain Rain,30,1963-04-21,2,24,khong,tinh-toan,
1963-03,1963,Lập Hạ,Start of Summer,45,1963-05-06,12,44,khong,tinh-toan,
1963-04,1963,Tiểu Mãn,Grain Buds,60,1963-05-22,1,48,khong,tinh-toan,
1963-05,1963,Mang Chủng,Grain in Ear,75,1963-06-06,17,5,khong,tinh-toan,
1963-06,1963,Hạ Chí,Summer Solstice,90,1963-06-22,9,55,khong,tinh-toan,
1963-07,1963,Tiểu Thử,Minor Heat,105,1963-07-08,3,27,khong,tinh-toan,
1963-08,1963,Đại Thử,Major Heat,120,1963-07-23,20,50,khong,tinh-toan,
1963-09,1963,Lập Thu,Start of Autumn,135,1963-08-08,13,11,khong,tinh-toan,
1963-10,1963,Xử Thử,End of Heat,150,1963-08-24,3,46,khong,tinh-toan,
1963-11,1963,Bạch Lộ,White Dew,165,1963-09-08,15,54,khong,tinh-toan,
1963-12,1963,Thu Phân,Autumnal Equinox,180,1963-09-24,1,9,khong,tinh-toan,
1963-13,1963,Hàn Lộ,Cold Dew,195,1963-10-09,7,16,khong,tinh-toan,
1963-14,1963,Sương Giáng,Frost Descent,210,1963-10-24,10,13,khong,tinh-toan,
1963-15,1963,Lập Đông,Start of Winter,225,1963-11-08,10,11,khong,tinh-toan,
1963-16,1963,Tiểu Tuyết,Minor Snow,240,1963-11-23,7,32,khong,tinh-toan,
1963-17,1963,Đại Tuyết,Major Snow,255,1963-12-08,2,50,khong,tinh-toan,
1963-18,1963,Đông Chí,Winter Solstice,270,1963-12-22,20,43,khong,tinh-toan,
1964-19,1964,Tiểu Hàn,Minor Cold,285,1964-01-06,13,59,khong,tinh-toan,
1964-20,1964,Đại Hàn,Major Cold,300,1964-01-21,7,23,khong,tinh-toan,
1964-21,1964,Lập Xuân,Start of Spring,315,1964-02-05,1,42,khong,tinh-toan,
1964-22,1964,Vũ Thủy,Rain Water,330,1964-02-19,21,39,khong,tinh-toan,
1964-23,1964,Kinh Trập,Awakening of Insects,345,1964-03-05,19,53,khong,tinh-toan,
1964-00,1964,Xuân Phân,Vernal Equinox,0,1964-03-20,20,53,khong,tinh-toan,
1964-01,1964,Thanh Minh,Clear and Bright,15,1964-04-05,0,57,khong,tinh-toan,
1964-02,1964,Cốc Vũ,Grain Rain,30,1964-04-20,8,12,khong,tinh-toan,
1964-03,1964,Lập Hạ,Start of Summer,45,1964-05-05,18,32,khong,tinh-toan,
1964-04,1964,Tiểu Mãn,Grain Buds,60,1964-05-21,7,36,khong,tinh-toan,
1964-05,1964,Mang Chủng,Grain in Ear,75,1964-06-05,22,53,khong,tinh-toan,
1964-06,1964,Hạ Chí,Summer Solstice,90,1964-06-21,15,43,khong,tinh-toan,
1964-07,1964,Tiểu Thử,Minor Heat,105,1964-07-07,9,15,khong,tinh-toan,
1964-08,1964,Đại Thử,Major Heat,120,1964-07-23,2,37,khong,tinh-toan,
1964-09,1964,Lập Thu,Start of Autumn,135,1964-08-07,18,59,khong,tinh-toan,
1964-10,1964,Xử Thử,End of Heat,150,1964-08-23,9,34,khong,tinh-toan,
1964-11,1964,Bạch Lộ,White Dew,165,1964-09-07,21,42,khong,tinh-toan,
1964-12,1964,Thu Phân,Autumnal Equinox,180,1964-09-23,6,57,khong,tinh-toan,
1964-13,1964,Hàn Lộ,Cold Dew,195,1964-10-08,13,5,khong,tinh-toan,
1964-14,1964,Sương Giáng,Frost Descent,210,1964-10-23,16,2,khong,tinh-toan,
