id,le_hoi,le_hoi_en,nam,ngay_duong,thu,loai_ngay,ngay_am,ngay_nghi,nguon,ghi_chu
via-quan-the-am-dan-sinh-2026,Vía Quán Thế Âm Bồ Tát đản sinh,Guanyin's Birthday,2026,2026-04-06,thứ Hai,lunar,19/2,khong,bien-tap va tinh-toan,
via-quan-the-am-dan-sinh-2027,Vía Quán Thế Âm Bồ Tát đản sinh,Guanyin's Birthday,2027,2027-03-26,thứ Sáu,lunar,19/2,khong,bien-tap va tinh-toan,
via-quan-the-am-dan-sinh-2028,Vía Quán Thế Âm Bồ Tát đản sinh,Guanyin's Birthday,2028,2028-03-14,thứ Ba,lunar,19/2,khong,bien-tap va tinh-toan,
via-quan-the-am-dan-sinh-2029,Vía Quán Thế Âm Bồ Tát đản sinh,Guanyin's Birthday,2029,2029-04-02,thứ Hai,lunar,19/2,khong,bien-tap va tinh-toan,
via-quan-the-am-dan-sinh-2030,Vía Quán Thế Âm Bồ Tát đản sinh,Guanyin's Birthday,2030,2030-03-22,thứ Sáu,lunar,19/2,khong,bien-tap va tinh-toan,
via-quan-the-am-thanh-dao-2026,Vía Quán Thế Âm Bồ Tát thành đạo,Guanyin's Enlightenment Day,2026,2026-08-01,thứ Bảy,lunar,19/6,khong,bien-tap va tinh-toan,
via-quan-the-am-thanh-dao-2027,Vía Quán Thế Âm Bồ Tát thành đạo,Guanyin's Enlightenment Day,2027,2027-07-22,thứ Năm,lunar,19/6,khong,bien-tap va tinh-toan,
via-quan-the-am-thanh-dao-2028,Vía Quán Thế Âm Bồ Tát thành đạo,Guanyin's Enlightenment Day,2028,2028-08-09,thứ Tư,lunar,19/6,khong,bien-tap va tinh-toan,
via-quan-the-am-thanh-dao-2029,Vía Quán Thế Âm Bồ Tát thành đạo,Guanyin's Enlightenment Day,2029,2029-07-29,Chủ Nhật,lunar,19/6,khong,bien-tap va tinh-toan,
via-quan-the-am-thanh-dao-2030,Vía Quán Thế Âm Bồ Tát thành đạo,Guanyin's Enlightenment Day,2030,2030-07-19,thứ Sáu,lunar,19/6,khong,bien-tap va tinh-toan,
via-quan-the-am-xuat-gia-2026,Vía Quán Thế Âm Bồ Tát xuất gia,Guanyin's Renunciation Day,2026,2026-10-28,thứ Tư,lunar,19/9,khong,bien-tap va tinh-toan,
via-quan-the-am-xuat-gia-2027,Vía Quán Thế Âm Bồ Tát xuất gia,Guanyin's Renunciation Day,2027,2027-10-18,thứ Hai,lunar,19/9,khong,bien-tap va tinh-toan,
via-quan-the-am-xuat-gia-2028,Vía Quán Thế Âm Bồ Tát xuất gia,Guanyin's Renunciation Day,2028,2028-11-05,Chủ Nhật,lunar,19/9,khong,bien-tap va tinh-toan,
via-quan-the-am-xuat-gia-2029,Vía Quán Thế Âm Bồ Tát xuất gia,Guanyin's Renunciation Day,2029,2029-10-26,thứ Sáu,lunar,19/9,khong,bien-tap va tinh-toan,
via-quan-the-am-xuat-gia-2030,Vía Quán Thế Âm Bồ Tát xuất gia,Guanyin's Renunciation Day,2030,2030-10-15,thứ Ba,lunar,19/9,khong,bien-tap va tinh-toan,
